incident_place,incident_weekday,part_of_the_day,latitude,longitude,crime_risk_score,murder_risk,rape_risk,kidnap_risk,bodyfound_risk,robbery_risk,assault_risk,total_crimes,total_murders,total_rapes,total_kidnaps,total_bodyfounds,total_robberys,total_assaults,risk_level,marker_radius,dominant_crime
fatikchhari,thursday,afternoon,22.31667,91.81667,0.10830854860552075,0.0,0.0,0.0,0.10830854860552075,0.0,0.0,1,0,0,0,1,0,0,Very Low,6.624628229082811,bodyfound_risk
fatikchhari,tuesday,morning,22.31667,91.81667,0.15967060577397219,0.0,0.0,0.05322353525799073,0.10644707051598146,0.0,0.0,3,0,0,1,2,0,0,Very Low,7.395059086609583,bodyfound_risk
fatikchhari,tuesday,night,22.31667,91.81667,0.08097519765422233,0.0,0.0,0.0,0.0,0.0,0.08097519765422233,1,0,0,0,0,0,1,Very Low,6.214627964813335,assault_risk
fatikchhari,wednesday,morning,22.31667,91.81667,0.12841070445988773,0.0,0.0,0.0,0.0,0.0,0.12841070445988773,1,0,0,0,0,0,1,Very Low,6.926160566898316,assault_risk
fatikchhari,wednesday,night,22.31667,91.81667,0.14685644631248304,0.07342822315624152,0.0,0.0,0.07342822315624152,0.0,0.0,2,1,0,0,1,0,0,Very Low,7.202846694687246,murder_risk
fenchuganj,friday,afternoon,24.7083,91.9403,0.19302892842212682,0.0,0.0,0.0,0.19302892842212682,0.0,0.0,1,0,0,0,1,0,0,Very Low,7.895433926331902,bodyfound_risk
fenchuganj,thursday,noon,24.7083,91.9403,0.20949114283944356,0.20949114283944356,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,Low,8.142367142591652,murder_risk
fenchuganj,wednesday,evening,24.7083,91.9403,0.19609242418147033,0.19609242418147033,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,Very Low,7.941386362722055,murder_risk
feni sadar,friday,afternoon,23.0167,91.3917,0.13216539807681577,0.0,0.0,0.0,0.0,0.0,0.13216539807681577,1,0,0,0,0,0,1,Very Low,6.982480971152237,assault_risk
feni sadar,friday,morning,23.0167,91.3917,0.15462194484849662,0.0,0.0,0.0,0.07731097242424831,0.0,0.07731097242424831,2,0,0,0,1,0,1,Very Low,7.31932917272745,bodyfound_risk
feni sadar,friday,night,23.0167,91.3917,0.1849659153851066,0.0,0.0,0.0,0.0,0.12331061025673773,0.061655305128368865,3,0,0,0,0,2,1,Very Low,7.774488730776599,robbery_risk
feni sadar,monday,morning,23.0167,91.3917,0.16080880205121229,0.0,0.0,0.0,0.16080880205121229,0.0,0.0,2,0,0,0,2,0,0,Very Low,7.412132030768184,bodyfound_risk
feni sadar,monday,night,23.0167,91.3917,0.1397496594388481,0.1397496594388481,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,Very Low,7.096244891582721,murder_risk
feni sadar,saturday,night,23.0167,91.3917,0.1243748228338322,0.0,0.0,0.0,0.0,0.1243748228338322,0.0,1,0,0,0,0,1,0,Very Low,6.865622342507483,robbery_risk
feni sadar,sunday,morning,23.0167,91.3917,0.16180639013033743,0.0,0.0,0.08090319506516871,0.08090319506516871,0.0,0.0,2,0,0,1,1,0,0,Very Low,7.427095851955062,kidnap_risk
feni sadar,tuesday,night,23.0167,91.3917,0.12473766790837187,0.0,0.0,0.0,0.0,0.12473766790837187,0.0,1,0,0,0,0,1,0,Very Low,6.871065018625578,robbery_risk
feni sadar,tuesday,noon,23.0167,91.3917,0.12515774832071974,0.0,0.0,0.0,0.0,0.12515774832071974,0.0,1,0,0,0,0,1,0,Very Low,6.877366224810796,robbery_risk
feni sadar,wednesday,morning,23.0167,91.3917,0.12578889213405992,0.0,0.0,0.0,0.0,0.0,0.12578889213405992,1,0,0,0,0,0,1,Very Low,6.886833382010899,assault_risk
fulbari,friday,night,25.51667,88.88333,0.1445798961081986,0.0,0.0722899480540993,0.0,0.0,0.0722899480540993,0.0,2,0,1,0,0,1,0,Very Low,7.168698441622979,rape_risk
fulbari,monday,morning,25.51667,88.88333,0.10550053134732755,0.0,0.0,0.0,0.10550053134732755,0.0,0.0,1,0,0,0,1,0,0,Very Low,6.582507970209913,bodyfound_risk
fulbari,monday,noon,25.51667,88.88333,0.11391696183067897,0.0,0.0,0.0,0.11391696183067897,0.0,0.0,1,0,0,0,1,0,0,Very Low,6.7087544274601845,bodyfound_risk
fulbari,saturday,night,25.51667,88.88333,0.12268595125142087,0.0,0.0,0.0,0.12268595125142087,0.0,0.0,1,0,0,0,1,0,0,Very Low,6.840289268771313,bodyfound_risk
fulbari,sunday,morning,25.51667,88.88333,0.1317218546628166,0.0,0.0,0.0,0.1317218546628166,0.0,0.0,1,0,0,0,1,0,0,Very Low,6.975827819942249,bodyfound_risk
fulbari,thursday,night,25.51667,88.88333,0.11485635063680089,0.0,0.0,0.0,0.0,0.0,0.11485635063680089,1,0,0,0,0,0,1,Very Low,6.722845259552013,assault_risk
fulbari,tuesday,morning,25.51667,88.88333,0.1132365708965064,0.0,0.0,0.0,0.0,0.1132365708965064,0.0,1,0,0,0,0,1,0,Very Low,6.698548563447596,robbery_risk
fulbari,tuesday,night,25.51667,88.88333,0.17589212522929937,0.058630708409766454,0.0,0.0,0.0,0.0,0.11726141681953291,3,1,0,0,0,0,2,Very Low,7.638381878439491,assault_risk
fulbari,wednesday,evening,25.51667,88.88333,0.12701202906779016,0.0,0.12701202906779016,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,Very Low,6.9051804360168525,rape_risk
fulbari,wednesday,morning,25.51667,88.88333,0.14285526235372137,0.0,0.0,0.0,0.07142763117686068,0.0,0.07142763117686068,2,0,0,0,1,0,1,Very Low,7.14282893530582,bodyfound_risk
fulbari,wednesday,night,25.51667,88.88333,0.09863062410906678,0.0,0.0,0.0,0.09863062410906678,0.0,0.0,1,0,0,0,1,0,0,Very Low,6.4794593616360014,bodyfound_risk
fulbaria,friday,evening,24.6333,90.2667,0.26710525760502585,0.0,0.0,0.0,0.0,0.26710525760502585,0.0,1,0,0,0,0,1,0,Low,9.006578864075387,robbery_risk
fulbaria,friday,morning,24.6333,90.2667,0.1486400806762247,0.07432004033811235,0.0,0.0,0.07432004033811235,0.0,0.0,2,1,0,0,1,0,0,Very Low,7.22960121014337,murder_risk
fulbaria,monday,morning,24.6333,90.2667,0.10864386461888301,0.0,0.0,0.0,0.10864386461888301,0.0,0.0,1,0,0,0,1,0,0,Very Low,6.629657969283246,bodyfound_risk
fulbaria,monday,noon,24.6333,90.2667,0.14098451797266082,0.0,0.07049225898633041,0.07049225898633041,0.0,0.0,0.0,2,0,1,1,0,0,0,Very Low,7.114767769589912,rape_risk
fulbaria,saturday,night,24.633300000000002,90.2667,0.18261143510594677,0.18261143510594677,0.0,0.0,0.0,0.0,0.0,3,3,0,0,0,0,0,Very Low,7.739171526589201,murder_risk
fulbaria,sunday,morning,24.6333,90.2667,0.2014313246857461,0.05035783117143652,0.0,0.0,0.15107349351430957,0.0,0.0,4,1,0,0,3,0,0,Low,8.021469870286191,bodyfound_risk
fulbaria,sunday,night,24.6333,90.2667,0.11936490709594273,0.11936490709594273,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,Very Low,6.790473606439141,murder_risk
fulbaria,thursday,morning,24.6333,90.2667,0.12367314525023483,0.0,0.12367314525023483,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,Very Low,6.855097178753523,rape_risk
fulbaria,tuesday,morning,24.6333,90.2667,0.22501718518160974,0.0900068740726439,0.04500343703632195,0.04500343703632195,0.04500343703632195,0.0,0.0,5,2,1,1,1,0,0,Low,8.375257777724146,murder_risk
fulbaria,wednesday,evening,24.6333,90.2667,0.1139214741685377,0.0,0.0,0.0,0.0,0.0,0.1139214741685377,1,0,0,0,0,0,1,Very Low,6.708822112528066,assault_risk
fulbaria,wednesday,morning,24.6333,90.2667,0.13581285119531183,0.0,0.0,0.06790642559765592,0.06790642559765592,0.0,0.0,2,0,0,1,1,0,0,Very Low,7.037192767929677,kidnap_risk
fulbaria,wednesday,night,24.6333,90.2667,0.11240197938124041,0.0,0.0,0.0,0.0,0.0,0.11240197938124041,1,0,0,0,0,0,1,Very Low,6.686029690718606,assault_risk
fultola,friday,night,22.81667,89.55,0.20301043991300446,0.20301043991300446,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,Low,8.045156598695067,murder_risk
fultola,monday,night,22.81667,89.55,0.20309152879562542,0.20309152879562542,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,Low,8.046372931934382,murder_risk
fultola,thursday,night,22.81667,89.55,0.21270608788537335,0.21270608788537335,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,Low,8.1905913182806,murder_risk
fultola,wednesday,morning,22.81667,89.55,0.19345972919328588,0.0,0.0,0.0,0.19345972919328588,0.0,0.0,1,0,0,0,1,0,0,Very Low,7.901895937899289,bodyfound_risk
gabtali,saturday,night,24.875,89.45,0.1524100067536692,0.1524100067536692,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,Very Low,7.286150101305038,murder_risk
gabtali,sunday,morning,24.875,89.45,0.12712831309162587,0.0,0.0,0.0,0.0,0.0,0.12712831309162587,1,0,0,0,0,0,1,Very Low,6.9069246963743876,assault_risk
gabtali,thursday,morning,24.875,89.45,0.17447636887754797,0.0,0.0,0.08723818443877399,0.0,0.0,0.08723818443877399,2,0,0,1,0,0,1,Very Low,7.617145533163219,kidnap_risk
gabtali,tuesday,morning,24.875,89.45,0.17473028931942608,0.0,0.0,0.0,0.08736514465971304,0.0,0.08736514465971304,2,0,0,0,1,0,1,Very Low,7.620954339791391,bodyfound_risk
gabtali,wednesday,morning,24.875,89.45,0.12967866445785797,0.0,0.0,0.0,0.0,0.0,0.12967866445785797,1,0,0,0,0,0,1,Very Low,6.94517996686787,assault_risk
gabtali,wednesday,night,24.875,89.45,0.12924292554976463,0.0,0.0,0.0,0.0,0.12924292554976463,0.0,1,0,0,0,0,1,0,Very Low,6.93864388324647,robbery_risk
gabtoli,friday,night,23.78241147,90.33740957,0.354382981595148,0.354382981595148,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,Moderate,10.31574472392722,murder_risk
gabtoli,monday,noon,23.78241147,90.33740957,0.42208433416970725,0.0,0.0,0.0,0.42208433416970725,0.0,0.0,2,0,0,0,2,0,0,Moderate,11.33126501254561,bodyfound_risk
gabtoli,saturday,night,23.78241147,90.33740957,0.32685515150627376,0.0,0.0,0.0,0.0,0.0,0.32685515150627376,1,0,0,0,0,0,1,Low,9.902827272594106,assault_risk
gabtoli,saturday,noon,23.78241147,90.33740957,0.3328363131178304,0.0,0.0,0.0,0.3328363131178304,0.0,0.0,1,0,0,0,1,0,0,Low,9.992544696767457,bodyfound_risk
gafargaon,monday,evening,24.4167,90.55,0.14540522160837188,0.07270261080418594,0.07270261080418594,0.0,0.0,0.0,0.0,2,1,1,0,0,0,0,Very Low,7.181078324125578,murder_risk
gafargaon,monday,morning,24.4167,90.55,0.11636952106631018,0.11636952106631018,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,Very Low,6.745542815994653,murder_risk
gafargaon,monday,noon,24.4167,90.55,0.12509388438002256,0.0,0.0,0.0,0.0,0.0,0.12509388438002256,1,0,0,0,0,0,1,Very Low,6.876408265700338,assault_risk
gafargaon,saturday,night,24.4167,90.55,0.12541653786852106,0.12541653786852106,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,Very Low,6.881248068027816,murder_risk
gafargaon,sunday,morning,24.4167,90.55,0.14771024031778174,0.07385512015889087,0.0,0.07385512015889087,0.0,0.0,0.0,2,1,0,1,0,0,0,Very Low,7.215653604766726,murder_risk
gafargaon,sunday,night,24.4167,90.55,0.12033033240709261,0.0,0.12033033240709261,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,Very Low,6.804954986106389,rape_risk
gafargaon,sunday,noon,24.4167,90.55,0.12176605974073147,0.0,0.12176605974073147,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,Very Low,6.826490896110972,rape_risk
gafargaon,thursday,morning,24.4167,90.55,0.11493409321590664,0.0,0.0,0.11493409321590664,0.0,0.0,0.0,1,0,0,1,0,0,0,Very Low,6.724011398238599,kidnap_risk
gafargaon,thursday,night,24.4167,90.55,0.27931822980492305,0.11970781277353844,0.11970781277353844,0.0,0.0,0.0,0.03990260425784615,7,3,3,0,0,0,1,Low,9.189773447073845,murder_risk
gafargaon,thursday,noon,24.4167,90.55,0.1137398076629687,0.0,0.0,0.0,0.0,0.0,0.1137398076629687,1,0,0,0,0,0,1,Very Low,6.70609711494453,assault_risk
gafargaon,tuesday,evening,24.4167,90.55,0.1347091637051374,0.0,0.1347091637051374,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,Very Low,7.020637455577061,rape_risk
gafargaon,tuesday,morning,24.416700000000002,90.55,0.1695268214553102,0.0,0.0,0.11301788097020679,0.056508940485103396,0.0,0.0,3,0,0,2,1,0,0,Very Low,7.5429023218296525,kidnap_risk
gafargaon,tuesday,night,24.4167,90.55,0.1361604255471356,0.1361604255471356,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,Very Low,7.042406383207034,murder_risk
gafargaon,wednesday,afternoon,24.4167,90.55,0.15682481967774275,0.15682481967774275,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,0,0,Very Low,7.352372295166141,murder_risk
gafargaon,wednesday,night,24.4167,90.55,0.12065393578115152,0.12065393578115152,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,Very Low,6.809809036717272,murder_risk
gaibandha sadar,friday,morning,25.333317,89.520761,0.13195610427163418,0.0,0.0,0.13195610427163418,0.0,0.0,0.0,1,0,0,1,0,0,0,Very Low,6.979341564074513,kidnap_risk
gaibandha sadar,friday,night,25.333317,89.520761,0.16789341685324902,0.0,0.16789341685324902,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,Very Low,7.518401252798736,rape_risk
gaibandha sadar,monday,morning,25.333317,89.520761,0.11881052122847532,0.0,0.0,0.0,0.0,0.0,0.11881052122847532,1,0,0,0,0,0,1,Very Low,6.78215781842713,assault_risk
gaibandha sadar,monday,night,25.333317,89.520761,0.16309475157545467,0.08154737578772733,0.0,0.0,0.0,0.08154737578772733,0.0,2,1,0,0,0,1,0,Very Low,7.44642127363182,murder_risk
gaibandha sadar,thursday,night,25.333317000000005,89.520761,0.18577709019981145,0.0,0.12385139346654096,0.0,0.06192569673327048,0.0,0.0,3,0,2,0,1,0,0,Very Low,7.786656352997172,rape_risk
gaibandha sadar,tuesday,morning,25.333317,89.520761,0.15724001085406517,0.0,0.0,0.0,0.07862000542703258,0.0,0.07862000542703258,2,0,0,0,1,0,1,Very Low,7.358600162810978,bodyfound_risk
gaibandha sadar,tuesday,night,25.333317,89.520761,0.14539281235396243,0.0,0.14539281235396243,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,Very Low,7.180892185309436,rape_risk
gaibandha sadar,wednesday,night,25.333317,89.520761,0.15679628198704795,0.0,0.07839814099352398,0.0,0.0,0.0,0.07839814099352398,2,0,1,0,0,0,1,Very Low,7.351944229805719,rape_risk
gajaria,friday,morning,23.5417,90.6083,0.18812925690032306,0.0,0.0,0.0,0.0,0.18812925690032306,0.0,1,0,0,0,0,1,0,Very Low,7.821938853504846,robbery_risk
gajaria,friday,night,23.5417,90.6083,0.17299320623600667,0.0,0.0,0.0,0.0,0.17299320623600667,0.0,1,0,0,0,0,1,0,Very Low,7.5948980935401,robbery_risk
gajaria,sunday,morning,23.5417,90.6083,0.19697588244618694,0.0,0.0,0.0,0.19697588244618694,0.0,0.0,1,0,0,0,1,0,0,Very Low,7.954638236692804,bodyfound_risk
galachipa,friday,evening,22.1639,90.4306,0.12930828125423557,0.0,0.0,0.0,0.0,0.0,0.12930828125423557,1,0,0,0,0,0,1,Very Low,6.939624218813534,assault_risk
galachipa,friday,night,22.1639,90.4306,0.13177820910312088,0.0,0.0,0.0,0.0,0.13177820910312088,0.0,1,0,0,0,0,1,0,Very Low,6.976673136546813,robbery_risk
galachipa,monday,night,22.1639,90.4306,0.12104390407257182,0.0,0.0,0.0,0.0,0.0,0.12104390407257182,1,0,0,0,0,0,1,Very Low,6.815658561088577,assault_risk
galachipa,saturday,morning,22.1639,90.4306,0.1298190792373693,0.0,0.0,0.0,0.1298190792373693,0.0,0.0,1,0,0,0,1,0,0,Very Low,6.94728618856054,bodyfound_risk
galachipa,saturday,night,22.1639,90.4306,0.12398566904061017,0.0,0.0,0.0,0.0,0.0,0.12398566904061017,1,0,0,0,0,0,1,Very Low,6.8597850356091525,assault_risk
galachipa,sunday,morning,22.21482333333333,90.89262333333333,0.23879630662968904,0.0,0.0,0.079598768876563,0.079598768876563,0.0,0.079598768876563,3,0,0,1,1,0,1,Low,8.581944599445336,kidnap_risk
galachipa,thursday,morning,22.1639,90.4306,0.1580234203286805,0.0,0.0,0.07901171016434025,0.07901171016434025,0.0,0.0,2,0,0,1,1,0,0,Very Low,7.370351304930208,kidnap_risk
galachipa,tuesday,morning,22.1639,90.4306,0.12941539568180946,0.0,0.0,0.0,0.12941539568180946,0.0,0.0,1,0,0,0,1,0,0,Very Low,6.941230935227142,bodyfound_risk
galachipa,tuesday,night,22.1639,90.43059999999998,0.19789940193205874,0.19789940193205874,0.0,0.0,0.0,0.0,0.0,3,3,0,0,0,0,0,Very Low,7.968491028980881,murder_risk
galachipa,wednesday,night,22.1639,90.43059999999998,0.198667222272793,0.0,0.13244481484852866,0.0,0.0,0.06622240742426433,0.0,3,0,2,0,0,1,0,Very Low,7.980008334091895,rape_risk
galachipa,wednesday,noon,22.1639,90.4306,0.13621559243185877,0.0,0.0,0.0,0.13621559243185877,0.0,0.0,1,0,0,0,1,0,0,Very Low,7.043233886477882,bodyfound_risk
gandaria,monday,night,23.707042,90.423069,0.5750120978794125,0.0,0.0,0.0,0.0,0.0,0.5750120978794125,1,0,0,0,0,0,1,High,13.625181468191188,assault_risk
gangachara,friday,morning,25.85,89.2167,0.1350660184858356,0.1350660184858356,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,Very Low,7.025990277287534,murder_risk
gangachara,monday,morning,25.85,89.2167,0.15274624410444226,0.0,0.0,0.15274624410444226,0.0,0.0,0.0,1,0,0,1,0,0,0,Very Low,7.291193661566634,kidnap_risk
gangachara,monday,night,25.85,89.2167,0.13614812368595136,0.0,0.13614812368595136,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,Very Low,7.04222185528927,rape_risk
gangachara,saturday,night,25.85,89.2167,0.13685855742751943,0.13685855742751943,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,Very Low,7.052878361412791,murder_risk
gangachara,thursday,night,25.85,89.2167,0.18887457313000983,0.0,0.18887457313000983,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,Very Low,7.833118596950147,rape_risk
gangachara,tuesday,morning,25.85,89.2167,0.17880419054365593,0.0,0.0,0.08940209527182796,0.08940209527182796,0.0,0.0,2,0,0,1,1,0,0,Very Low,7.682062858154839,kidnap_risk
gangni,monday,morning,23.81667,88.755,0.12126600152804486,0.0,0.0,0.0,0.0,0.0,0.12126600152804486,1,0,0,0,0,0,1,Very Low,6.818990022920673,assault_risk
gangni,monday,night,23.81667,88.755,0.15620716562015877,0.0,0.0,0.0,0.0,0.07810358281007938,0.07810358281007938,2,0,0,0,0,1,1,Very Low,7.343107484302381,robbery_risk
gangni,monday,noon,23.81667,88.755,0.12449652606968555,0.0,0.0,0.0,0.0,0.0,0.12449652606968555,1,0,0,0,0,0,1,Very Low,6.867447891045283,assault_risk
gangni,saturday,afternoon,23.81667,88.755,0.13342928427851466,0.13342928427851466,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,Very Low,7.00143926417772,murder_risk
gangni,saturday,noon,23.81667,88.755,0.13754330153553052,0.13754330153553052,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,Very Low,7.0631495230329575,murder_risk
gangni,sunday,noon,23.81667,88.755,0.12466757670775329,0.0,0.0,0.0,0.0,0.0,0.12466757670775329,1,0,0,0,0,0,1,Very Low,6.8700136506163,assault_risk
gangni,thursday,morning,23.81667,88.755,0.17736059271889215,0.08868029635944608,0.0,0.08868029635944608,0.0,0.0,0.0,2,1,0,1,0,0,0,Very Low,7.6604088907833825,murder_risk
gangni,wednesday,night,23.81667,88.755,0.134096814480117,0.0,0.134096814480117,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,Very Low,7.0114522172017555,rape_risk
gangni,wednesday,noon,23.81667,88.755,0.18412245156164223,0.0,0.0,0.18412245156164223,0.0,0.0,0.0,2,0,0,2,0,0,0,Very Low,7.761836773424633,kidnap_risk
gausia,friday,afternoon,23.728907,90.417137,0.5716828827122861,0.0,0.0,0.0,0.0,0.0,0.5716828827122861,1,0,0,0,0,0,1,High,13.57524324068429,assault_risk
gazipur,friday,night,23.98889,90.375,0.3005422314299954,0.0,0.0,0.0,0.0,0.3005422314299954,0.0,1,0,0,0,0,1,0,Low,9.50813347144993,robbery_risk
gazipur,monday,morning,23.98889,90.375,0.3086345750259783,0.0,0.0,0.0,0.0,0.3086345750259783,0.0,1,0,0,0,0,1,0,Low,9.629518625389675,robbery_risk
gazipur,monday,night,23.98889,90.375,0.3756869068375995,0.0,0.0,0.0,0.1252289689458665,0.250457937891733,0.0,3,0,0,0,1,2,0,Moderate,10.635303602563992,robbery_risk
gazipur,sunday,evening,23.98889,90.375,0.1643524910546555,0.0,0.0,0.1643524910546555,0.0,0.0,0.0,1,0,0,1,0,0,0,Very Low,7.465287365819832,kidnap_risk
gazipur,sunday,noon,23.98889,90.375,0.31309166376091574,0.0,0.0,0.0,0.0,0.31309166376091574,0.0,1,0,0,0,0,1,0,Low,9.696374956413736,robbery_risk
gazipur,thursday,night,23.98889,90.375,0.31476789477384753,0.0,0.0,0.0,0.0,0.31476789477384753,0.0,1,0,0,0,0,1,0,Low,9.721518421607712,robbery_risk
gazipur,tuesday,night,23.98889,90.375,0.3336784764664028,0.0,0.0,0.0,0.0,0.3336784764664028,0.0,2,0,0,0,0,2,0,Low,10.005177146996042,robbery_risk
gazipur,tuesday,noon,23.98889,90.375,0.31041523722611497,0.0,0.0,0.0,0.0,0.31041523722611497,0.0,1,0,0,0,0,1,0,Low,9.656228558391724,robbery_risk
gazipur sadar,friday,evening,23.996158,90.419726,0.15781032618860538,0.0,0.0,0.0,0.15781032618860538,0.0,0.0,2,0,0,0,2,0,0,Very Low,7.367154892829081,bodyfound_risk
gazipur sadar,friday,morning,23.996157999999998,90.41972600000001,0.16790146867026984,0.0,0.0,0.0,0.0,0.05596715622342328,0.11193431244684655,3,0,0,0,0,1,2,Very Low,7.518522030054047,assault_risk
gazipur sadar,friday,night,23.996158,90.419726,0.18679462386932844,0.0,0.04669865596733211,0.04669865596733211,0.09339731193466422,0.0,0.0,4,0,1,1,2,0,0,Very Low,7.801919358039926,bodyfound_risk
gazipur sadar,monday,morning,23.996157999999998,90.41972600000001,0.17499234802187136,0.11666156534791423,0.0,0.0,0.0,0.05833078267395712,0.0,3,2,0,0,0,1,0,Very Low,7.62488522032807,murder_risk
gazipur sadar,monday,night,23.996158,90.419726,0.20322896508906108,0.10161448254453054,0.0,0.05080724127226527,0.0,0.0,0.05080724127226527,4,2,0,1,0,0,1,Low,8.048434476335917,murder_risk
gazipur sadar,monday,noon,23.996158,90.419726,0.16570943451176323,0.08285471725588162,0.0,0.0,0.08285471725588162,0.0,0.0,2,1,0,0,1,0,0,Very Low,7.485641517676449,murder_risk
gazipur sadar,saturday,afternoon,23.996158,90.419726,0.15645718252276544,0.0,0.0,0.0,0.15645718252276544,0.0,0.0,1,0,0,0,1,0,0,Very Low,7.346857737841482,bodyfound_risk
gazipur sadar,saturday,evening,23.996157999999998,90.41972600000001,0.1778186025320897,0.0,0.0,0.05927286751069656,0.05927286751069656,0.05927286751069656,0.0,3,0,0,1,1,1,0,Very Low,7.667279037981345,kidnap_risk
gazipur sadar,saturday,morning,23.996158,90.419726,0.1509451785210496,0.0,0.0,0.0,0.1509451785210496,0.0,0.0,2,0,0,0,2,0,0,Very Low,7.264177677815744,bodyfound_risk
gazipur sadar,saturday,night,23.996158,90.419726,0.2609978868379727,0.11185623721627401,0.11185623721627401,0.0,0.0,0.03728541240542467,0.0,7,3,3,0,0,1,0,Low,8.91496830256959,murder_risk
gazipur sadar,saturday,noon,23.996158,90.419726,0.14209810162645387,0.0,0.0,0.0,0.14209810162645387,0.0,0.0,1,0,0,0,1,0,0,Very Low,7.131471524396808,bodyfound_risk
gazipur sadar,sunday,morning,23.996158,90.419726,0.193165784564985,0.0,0.0,0.0,0.193165784564985,0.0,0.0,4,0,0,0,4,0,0,Very Low,7.897486768474775,bodyfound_risk
gazipur sadar,sunday,night,23.996157999999998,90.41972600000001,0.23994215153957849,0.03999035858992975,0.0799807171798595,0.03999035858992975,0.03999035858992975,0.03999035858992975,0.0,6,1,2,1,1,1,0,Low,8.599132273093677,rape_risk
gazipur sadar,sunday,noon,23.996158,90.419726,0.1367737997127125,0.0,0.0,0.0,0.0,0.1367737997127125,0.0,1,0,0,0,0,1,0,Very Low,7.051606995690688,robbery_risk
gazipur sadar,thursday,afternoon,23.996158,90.419726,0.13544388479341757,0.0,0.0,0.0,0.0,0.13544388479341757,0.0,1,0,0,0,0,1,0,Very Low,7.0316582719012635,robbery_risk
gazipur sadar,thursday,evening,23.996158,90.419726,0.15567167211076421,0.0,0.0,0.07783583605538211,0.07783583605538211,0.0,0.0,2,0,0,1,1,0,0,Very Low,7.335075081661463,kidnap_risk
gazipur sadar,thursday,night,23.996157999999998,90.41972600000001,0.19036696528864377,0.06345565509621459,0.06345565509621459,0.0,0.0,0.06345565509621459,0.0,3,1,1,0,0,1,0,Very Low,7.855504479329657,murder_risk
gazipur sadar,tuesday,evening,23.996158,90.419726,0.15185255727190283,0.15185255727190283,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,Very Low,7.277788359078542,murder_risk
gazipur sadar,tuesday,morning,23.996158,90.419726,0.19263580666541735,0.04815895166635434,0.0,0.0,0.14447685499906301,0.0,0.0,4,1,0,0,3,0,0,Very Low,7.88953709998126,bodyfound_risk
gazipur sadar,tuesday,night,23.996157999999998,90.41972600000001,0.32449330165670015,0.08112332541417504,0.0,0.054082216942783354,0.08112332541417504,0.054082216942783354,0.054082216942783354,12,3,0,2,3,2,2,Low,9.867399524850502,murder_risk
gazipur sadar,wednesday,evening,23.996157999999998,90.41972600000001,0.18958788823898962,0.0,0.0,0.06319596274632987,0.12639192549265973,0.0,0.0,3,0,0,1,2,0,0,Very Low,7.843818323584845,bodyfound_risk
gazipur sadar,wednesday,night,23.996158,90.419726,0.28157184975500504,0.09385728325166834,0.031285761083889446,0.0,0.09385728325166834,0.0,0.06257152216777889,9,3,1,0,3,0,2,Low,9.223577746325075,murder_risk
gazipur sadar,wednesday,noon,23.996158,90.419726,0.1458945542126956,0.0,0.0,0.0,0.0,0.0,0.1458945542126956,1,0,0,0,0,0,1,Very Low,7.188418313190434,assault_risk
ghatail,friday,morning,24.46667,89.96667,0.1307443816226683,0.0,0.0,0.1307443816226683,0.0,0.0,0.0,1,0,0,1,0,0,0,Very Low,6.961165724340025,kidnap_risk
ghatail,monday,morning,24.46667,89.96667,0.10321128197586021,0.0,0.0,0.0,0.0,0.0,0.10321128197586021,1,0,0,0,0,0,1,Very Low,6.548169229637903,assault_risk
ghatail,monday,night,24.46667,89.96667,0.15206951941360958,0.0,0.0,0.0,0.0,0.0,0.15206951941360958,2,0,0,0,0,0,2,Very Low,7.281042791204143,assault_risk
